name,amount,candidate_or_measure,tx_date,committee_name,position,tag
Independent Expenditure by TogetherSF Action,49853.0,DANIEL LURIE,2024-10-30,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,20314.0,LONDON BREED,2024-10-14,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,32472.0,LONDON BREED,2024-10-23,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,28186.0,LONDON BREED,2024-10-30,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,2500.0,CONNIE CHAN,2024-10-14,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,10000.0,TREVOR CHANDLER,2024-09-23,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,TREVOR CHANDLER,2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,35.0,TREVOR CHANDLER,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1956.0,TREVOR CHANDLER,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,157.0,TREVOR CHANDLER,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,3431.0,TREVOR CHANDLER,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,2627.0,TREVOR CHANDLER,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,784.0,TREVOR CHANDLER,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,243.0,TREVOR CHANDLER,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,10000.0,TREVOR CHANDLER,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,10000.0,TREVOR CHANDLER,2024-10-07,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,10000.0,TREVOR CHANDLER,2024-10-22,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4235.0,TREVOR CHANDLER,2024-10-28,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
GROWSF VOTER GUIDE,12500.0,MEASURES D AND E,2024-10-07,"COMMITTEE TO FIX SAN FRANCISCO GOVERNMENT, YES ON D, NO ON E, A COALITION OF SAN FRANCISCO CIVIC ORGANIZATIONS DEDICATED TO IMPROVING THE CITY'S FUTURE",MULTIPLE,GrowSF
GROWSF VOTER GUIDE,12500.0,MEASURES D AND E,2024-10-07,"COMMITTEE TO FIX SAN FRANCISCO GOVERNMENT, YES ON D, NO ON E, A COALITION OF SAN FRANCISCO CIVIC ORGANIZATIONS DEDICATED TO IMPROVING THE CITY'S FUTURE",MULTIPLE,GrowSF
TOGETHERSF ACTION,7744.0,MEASURES D AND E,2024-09-09,"COMMITTEE TO FIX SAN FRANCISCO GOVERNMENT, YES ON D, NO ON E, A COALITION OF SAN FRANCISCO CIVIC ORGANIZATIONS DEDICATED TO IMPROVING THE CITY'S FUTURE",MULTIPLE,TogetherSF
Independent Expenditure by TogetherSF Action,1000.0,JACKIE FIELDER,2024-10-16,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,2500.0,DEAN PRESTON,2024-10-16,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,1000.0,MYRNA MELGAR,2024-10-23,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,30457.0,MOE JAMIL,2024-10-24,Families for a Vibrant SF Sponsored by Abundance Network,OPPOSE,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,4543.0,MOE JAMIL,2024-10-26,Families for a Vibrant SF Sponsored by Abundance Network,OPPOSE,Abundance Network
Independent Expenditure by TogetherSF Action,781.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-09-05,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,219.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-09-05,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,2627.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,35.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,3431.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,157.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1956.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,784.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,243.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4235.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-28,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4500.0,ADDITIONAL BUSINESS TAX ON TRANSPORTATION NETWORK COMPANIES AND AUTONOMOUS VEHICLE BUSINESSES TO FUND PUBLIC TRANSPORTATION,2024-10-31,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,35.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,2627.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1956.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,3431.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,157.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,243.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,784.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4235.0,"CREATING A TASK FORCE TO RECOMMEND CHANGING, ELIMINATING, OR COMBINING CITY COMMISSIONS ",2024-10-28,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by TogetherSF Action,955.0,INSPECTOR GENERAL,2024-09-05,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by TogetherSF Action,200.0,INSPECTOR GENERAL,2024-09-05,TogetherSF Action,OPPOSE,TogetherSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,INSPECTOR GENERAL,2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,35.0,INSPECTOR GENERAL,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,157.0,INSPECTOR GENERAL,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,3431.0,INSPECTOR GENERAL,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1956.0,INSPECTOR GENERAL,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,2627.0,INSPECTOR GENERAL,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,784.0,INSPECTOR GENERAL,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,243.0,INSPECTOR GENERAL,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4235.0,INSPECTOR GENERAL,2024-10-28,Coalition to Grow San Francisco - Grow SF PAC,OPPOSE,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,10000.0,MICHAEL LAI,2024-09-23,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,MICHAEL LAI,2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,1352.0,MICHAEL LAI,2024-09-30,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1956.0,MICHAEL LAI,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,2627.0,MICHAEL LAI,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,35.0,MICHAEL LAI,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,157.0,MICHAEL LAI,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,3431.0,MICHAEL LAI,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,71000.0,MICHAEL LAI,2024-10-01,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,10800.0,MICHAEL LAI,2024-10-01,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,5000.0,MICHAEL LAI,2024-10-01,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,243.0,MICHAEL LAI,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,784.0,MICHAEL LAI,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,30000.0,MICHAEL LAI,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,15686.0,MICHAEL LAI,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,12500.0,MICHAEL LAI,2024-10-11,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,12500.0,MICHAEL LAI,2024-10-15,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,12500.0,MICHAEL LAI,2024-10-17,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,5000.0,MICHAEL LAI,2024-10-22,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,30000.0,MICHAEL LAI,2024-10-22,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,5000.0,MICHAEL LAI,2024-10-22,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,12500.0,MICHAEL LAI,2024-10-22,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,4000.0,MICHAEL LAI,2024-10-23,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,12500.0,MICHAEL LAI,2024-10-24,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Families for a Vibrant SF Sponsored by Abundance Network,7500.0,MICHAEL LAI,2024-10-28,Families for a Vibrant SF Sponsored by Abundance Network,SUPPORT,Abundance Network
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4235.0,MICHAEL LAI,2024-10-28,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,BROOKE JENKINS,2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,157.0,BROOKE JENKINS,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,3431.0,BROOKE JENKINS,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,2627.0,BROOKE JENKINS,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,35.0,BROOKE JENKINS,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1956.0,BROOKE JENKINS,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,243.0,BROOKE JENKINS,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,784.0,BROOKE JENKINS,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4235.0,BROOKE JENKINS,2024-10-28,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,BILAL MAHMOOD,2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1956.0,BILAL MAHMOOD,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,3431.0,BILAL MAHMOOD,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,35.0,BILAL MAHMOOD,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,157.0,BILAL MAHMOOD,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,2627.0,BILAL MAHMOOD,2024-10-01,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,243.0,BILAL MAHMOOD,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,784.0,BILAL MAHMOOD,2024-10-03,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,4235.0,BILAL MAHMOOD,2024-10-28,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,10000.0,MATTHEW BOSCHETTO,2024-09-23,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
TOGETHERSF ACTION,110.0,MARJAN PHILHOUR,2024-09-12,VOTE MARJAN PHILHOUR FOR SUPERVISOR 2024,SUPPORT,TogetherSF
TOGETHERSF ACTION,1260.0,MICHAEL LAI,2024-09-24,MICHAEL LAI FOR SUPERVISOR 2024,SUPPORT,TogetherSF
TOGETHER SF,1260.0,BILAL MAHMOOD,2024-09-13,BILAL MAHMOOD FOR SUPERVISOR 2024,SUPPORT,TogetherSF
TOGETHERSF ACTION,275.0,MATTHEW BOSCHETTO,2024-09-25,MATT BOSCHETTO FOR D7 SUPERVISOR 2024,SUPPORT,TogetherSF
Independent Expenditure by Coalition to Grow San Francisco - Grow SF PAC,1471.0,MATTHEW BOSCHETTO,2024-09-29,Coalition to Grow San Francisco - Grow SF PAC,SUPPORT,GrowSF
